datetime,mean_value,split,train_end,val_end,test_end,num_variables
1990-05-26,0.6995871250000001,train,4552,6071,7588,8
1990-05-27,0.7032995000000001,train,4552,6071,7588,8
1990-05-28,0.702425625,train,4552,6071,7588,8
1990-05-29,0.6999988750000001,train,4552,6071,7588,8
1990-05-30,0.701803625,train,4552,6071,7588,8
1990-05-31,0.706785375,train,4552,6071,7588,8
1990-06-01,0.7080118750000001,train,4552,6071,7588,8
1990-06-02,0.7060152500000001,train,4552,6071,7588,8
1990-06-03,0.7078090000000001,train,4552,6071,7588,8
1990-06-04,0.707568875,train,4552,6071,7588,8
1990-06-05,0.712523375,train,4552,6071,7588,8
1990-06-06,0.7148700000000001,train,4552,6071,7588,8
1990-06-07,0.7184525000000002,train,4552,6071,7588,8
1990-06-08,0.716583375,train,4552,6071,7588,8
1990-06-09,0.721930625,train,4552,6071,7588,8
1990-06-10,0.721575375,train,4552,6071,7588,8
1990-06-11,0.7238485000000001,train,4552,6071,7588,8
1990-06-12,0.727079,train,4552,6071,7588,8
1990-06-13,0.733760375,train,4552,6071,7588,8
1990-06-14,0.732347125,train,4552,6071,7588,8
1990-06-15,0.7310963749999999,train,4552,6071,7588,8
1990-06-16,0.7313430000000001,train,4552,6071,7588,8
1990-06-17,0.731437125,train,4552,6071,7588,8
1990-06-18,0.72272875,train,4552,6071,7588,8
1990-06-19,0.717309,train,4552,6071,7588,8
1990-06-20,0.7140087500000002,train,4552,6071,7588,8
1990-06-21,0.722409125,train,4552,6071,7588,8
1990-06-22,0.72220125,train,4552,6071,7588,8
1990-06-23,0.7181649999999999,train,4552,6071,7588,8
1990-06-24,0.7105053749999999,train,4552,6071,7588,8
1990-06-25,0.7098907500000001,train,4552,6071,7588,8
1990-06-26,0.71288675,train,4552,6071,7588,8
1990-06-27,0.71516175,train,4552,6071,7588,8
1990-06-28,0.7211345,train,4552,6071,7588,8
1990-06-29,0.722696125,train,4552,6071,7588,8
1990-06-30,0.7255821250000001,train,4552,6071,7588,8
1990-07-01,0.718856875,train,4552,6071,7588,8
1990-07-02,0.7152766250000001,train,4552,6071,7588,8
1990-07-03,0.7118681250000001,train,4552,6071,7588,8
1990-07-04,0.7201965000000001,train,4552,6071,7588,8
1990-07-05,0.718743,train,4552,6071,7588,8
1990-07-06,0.7159275000000002,train,4552,6071,7588,8
1990-07-07,0.716165625,train,4552,6071,7588,8
1990-07-08,0.716623875,train,4552,6071,7588,8
1990-07-09,0.72104725,train,4552,6071,7588,8
1990-07-10,0.7204798750000001,train,4552,6071,7588,8
1990-07-11,0.72283675,train,4552,6071,7588,8
1990-07-12,0.7255947500000001,train,4552,6071,7588,8
1990-07-13,0.728672875,train,4552,6071,7588,8
1990-07-14,0.7339423749999999,train,4552,6071,7588,8
1990-07-15,0.7323926249999999,train,4552,6071,7588,8
1990-07-16,0.729092375,train,4552,6071,7588,8
1990-07-17,0.7324717500000001,train,4552,6071,7588,8
1990-07-18,0.7239771250000002,train,4552,6071,7588,8
1990-07-19,0.7243042500000001,train,4552,6071,7588,8
1990-07-20,0.723224375,train,4552,6071,7588,8
1990-07-21,0.7205053749999999,train,4552,6071,7588,8
1990-07-22,0.7241993750000002,train,4552,6071,7588,8
1990-07-23,0.721747875,train,4552,6071,7588,8
1990-07-24,0.7208227500000001,train,4552,6071,7588,8
1990-07-25,0.723710625,train,4552,6071,7588,8
1990-07-26,0.7238515000000001,train,4552,6071,7588,8
1990-07-27,0.723261375,train,4552,6071,7588,8
1990-07-28,0.723810625,train,4552,6071,7588,8
1990-07-29,0.722463,train,4552,6071,7588,8
1990-07-30,0.722714375,train,4552,6071,7588,8
1990-07-31,0.7237307500000002,train,4552,6071,7588,8
1990-08-01,0.7230281249999999,train,4552,6071,7588,8
1990-08-02,0.72948825,train,4552,6071,7588,8
1990-08-03,0.7301698750000001,train,4552,6071,7588,8
1990-08-04,0.7297836250000002,train,4552,6071,7588,8
1990-08-05,0.7272177500000001,train,4552,6071,7588,8
1990-08-06,0.7267703750000001,train,4552,6071,7588,8
1990-08-07,0.7259825000000001,train,4552,6071,7588,8
1990-08-08,0.7256955,train,4552,6071,7588,8
1990-08-09,0.7254207500000002,train,4552,6071,7588,8
1990-08-10,0.723745625,train,4552,6071,7588,8
1990-08-11,0.724304625,train,4552,6071,7588,8
1990-08-12,0.723576625,train,4552,6071,7588,8
1990-08-13,0.723461375,train,4552,6071,7588,8
1990-08-14,0.7223465,train,4552,6071,7588,8
1990-08-15,0.7241178749999999,train,4552,6071,7588,8
1990-08-16,0.72281125,train,4552,6071,7588,8
1990-08-17,0.7196259999999999,train,4552,6071,7588,8
1990-08-18,0.7178275000000001,train,4552,6071,7588,8
1990-08-19,0.7146837500000001,train,4552,6071,7588,8
1990-08-20,0.7161758750000001,train,4552,6071,7588,8
1990-08-21,0.714897125,train,4552,6071,7588,8
1990-08-22,0.7169365000000001,train,4552,6071,7588,8
1990-08-23,0.720162125,train,4552,6071,7588,8
1990-08-24,0.719134625,train,4552,6071,7588,8
1990-08-25,0.7176108750000001,train,4552,6071,7588,8
1990-08-26,0.7182347499999999,train,4552,6071,7588,8
1990-08-27,0.7166135,train,4552,6071,7588,8
1990-08-28,0.7167095000000001,train,4552,6071,7588,8
1990-08-29,0.7144145000000001,train,4552,6071,7588,8
1990-08-30,0.715399,train,4552,6071,7588,8
1990-08-31,0.7161080000000001,train,4552,6071,7588,8
1990-09-01,0.7102493750000001,train,4552,6071,7588,8
1990-09-02,0.705245,train,4552,6071,7588,8
1990-09-03,0.7025092500000001,train,4552,6071,7588,8
1990-09-04,0.70504325,train,4552,6071,7588,8
1990-09-05,0.7043352500000001,train,4552,6071,7588,8
1990-09-06,0.711401,train,4552,6071,7588,8
1990-09-07,0.7131096250000001,train,4552,6071,7588,8
1990-09-08,0.7170095000000001,train,4552,6071,7588,8
1990-09-09,0.7184007499999999,train,4552,6071,7588,8
1990-09-10,0.7155431250000001,train,4552,6071,7588,8
1990-09-11,0.710333625,train,4552,6071,7588,8
1990-09-12,0.7110195,train,4552,6071,7588,8
1990-09-13,0.7133210000000001,train,4552,6071,7588,8
1990-09-14,0.7099917500000001,train,4552,6071,7588,8
1990-09-15,0.7111277500000001,train,4552,6071,7588,8
1990-09-16,0.7111520000000001,train,4552,6071,7588,8
1990-09-17,0.7114733750000001,train,4552,6071,7588,8
1990-09-18,0.712644125,train,4552,6071,7588,8
1990-09-19,0.7151998750000002,train,4552,6071,7588,8
1990-09-20,0.71761275,train,4552,6071,7588,8
1990-09-21,0.719677125,train,4552,6071,7588,8
1990-09-22,0.721390125,train,4552,6071,7588,8
1990-09-23,0.7213855,train,4552,6071,7588,8
1990-09-24,0.72003375,train,4552,6071,7588,8
1990-09-25,0.7215810000000001,train,4552,6071,7588,8
1990-09-26,0.7233649999999999,train,4552,6071,7588,8
1990-09-27,0.721642,train,4552,6071,7588,8
1990-09-28,0.7220985000000001,train,4552,6071,7588,8
1990-09-29,0.7242333750000001,train,4552,6071,7588,8
1990-09-30,0.7252649999999999,train,4552,6071,7588,8
1990-10-01,0.7255295,train,4552,6071,7588,8
1990-10-02,0.7293200000000001,train,4552,6071,7588,8
1990-10-03,0.729302,train,4552,6071,7588,8
1990-10-04,0.7270782499999999,train,4552,6071,7588,8
1990-10-05,0.72936925,train,4552,6071,7588,8
1990-10-06,0.7285493749999999,train,4552,6071,7588,8
1990-10-07,0.7298406250000001,train,4552,6071,7588,8
1990-10-08,0.727403,train,4552,6071,7588,8
1990-10-09,0.7253355000000001,train,4552,6071,7588,8
1990-10-10,0.7212780000000001,train,4552,6071,7588,8
1990-10-11,0.7202042500000001,train,4552,6071,7588,8
1990-10-12,0.72210275,train,4552,6071,7588,8
1990-10-13,0.7186126250000001,train,4552,6071,7588,8
1990-10-14,0.7144920000000001,train,4552,6071,7588,8
1990-10-15,0.7146361250000001,train,4552,6071,7588,8
1990-10-16,0.712886875,train,4552,6071,7588,8
1990-10-17,0.712026875,train,4552,6071,7588,8
1990-10-18,0.709761625,train,4552,6071,7588,8
1990-10-19,0.70710075,train,4552,6071,7588,8
1990-10-20,0.7077535,train,4552,6071,7588,8
1990-10-21,0.6975967499999999,train,4552,6071,7588,8
1990-10-22,0.69934775,train,4552,6071,7588,8
1990-10-23,0.698076875,train,4552,6071,7588,8
1990-10-24,0.6986226249999999,train,4552,6071,7588,8
1990-10-25,0.694222625,train,4552,6071,7588,8
1990-10-26,0.6867035000000001,train,4552,6071,7588,8
1990-10-27,0.68221275,train,4552,6071,7588,8
1990-10-28,0.683623,train,4552,6071,7588,8
1990-10-29,0.68702175,train,4552,6071,7588,8
1990-10-30,0.686752875,train,4552,6071,7588,8
1990-10-31,0.68106,train,4552,6071,7588,8
1990-11-01,0.678602125,train,4552,6071,7588,8
1990-11-02,0.6757183750000001,train,4552,6071,7588,8
1990-11-03,0.6754402499999999,train,4552,6071,7588,8
1990-11-04,0.6774085,train,4552,6071,7588,8
1990-11-05,0.67955225,train,4552,6071,7588,8
1990-11-06,0.6826205,train,4552,6071,7588,8
1990-11-07,0.6856686250000001,train,4552,6071,7588,8
1990-11-08,0.6883150000000001,train,4552,6071,7588,8
1990-11-09,0.68601,train,4552,6071,7588,8
1990-11-10,0.683981375,train,4552,6071,7588,8
1990-11-11,0.6881137499999999,train,4552,6071,7588,8
1990-11-12,0.6866350000000001,train,4552,6071,7588,8
1990-11-13,0.688074625,train,4552,6071,7588,8
1990-11-14,0.6858145,train,4552,6071,7588,8
1990-11-15,0.687058625,train,4552,6071,7588,8
1990-11-16,0.688041875,train,4552,6071,7588,8
1990-11-17,0.6864574999999999,train,4552,6071,7588,8
1990-11-18,0.6831737500000001,train,4552,6071,7588,8
1990-11-19,0.67302975,train,4552,6071,7588,8
1990-11-20,0.667308375,train,4552,6071,7588,8
1990-11-21,0.6729063750000001,train,4552,6071,7588,8
1990-11-22,0.669717625,train,4552,6071,7588,8
1990-11-23,0.670273875,train,4552,6071,7588,8
1990-11-24,0.669272875,train,4552,6071,7588,8
1990-11-25,0.6671812500000001,train,4552,6071,7588,8
1990-11-26,0.6772682499999999,train,4552,6071,7588,8
1990-11-27,0.674704875,train,4552,6071,7588,8
1990-11-28,0.6701541249999998,train,4552,6071,7588,8
1990-11-29,0.672477,train,4552,6071,7588,8
1990-11-30,0.6757035000000001,train,4552,6071,7588,8
1990-12-01,0.675042125,train,4552,6071,7588,8
1990-12-02,0.672793375,train,4552,6071,7588,8
1990-12-03,0.675689125,train,4552,6071,7588,8
1990-12-04,0.6774411250000001,train,4552,6071,7588,8
1990-12-05,0.678974625,train,4552,6071,7588,8
1990-12-06,0.6813428749999999,train,4552,6071,7588,8
1990-12-07,0.680774125,train,4552,6071,7588,8
1990-12-08,0.674360625,train,4552,6071,7588,8
1990-12-09,0.675450875,train,4552,6071,7588,8
1990-12-10,0.6776598749999998,train,4552,6071,7588,8
1990-12-11,0.675039,train,4552,6071,7588,8
1990-12-12,0.6730476249999999,train,4552,6071,7588,8
1990-12-13,0.673687875,train,4552,6071,7588,8
1990-12-14,0.6765195000000002,train,4552,6071,7588,8
1990-12-15,0.674372,train,4552,6071,7588,8
1990-12-16,0.6712924999999998,train,4552,6071,7588,8
1990-12-17,0.6683491249999998,train,4552,6071,7588,8
1990-12-18,0.6673676249999999,train,4552,6071,7588,8
1990-12-19,0.668933625,train,4552,6071,7588,8
1990-12-20,0.66698525,train,4552,6071,7588,8
1990-12-21,0.664062875,train,4552,6071,7588,8
1990-12-22,0.6610402499999999,train,4552,6071,7588,8
1990-12-23,0.660518875,train,4552,6071,7588,8
1990-12-24,0.659819125,train,4552,6071,7588,8
1990-12-25,0.6562517499999999,train,4552,6071,7588,8
1990-12-26,0.65487025,train,4552,6071,7588,8
1990-12-27,0.6543795,train,4552,6071,7588,8
1990-12-28,0.6519813750000001,train,4552,6071,7588,8
1990-12-29,0.656083,train,4552,6071,7588,8
1990-12-30,0.6565536249999999,train,4552,6071,7588,8
1990-12-31,0.6561658749999999,train,4552,6071,7588,8
1991-01-01,0.658047125,train,4552,6071,7588,8
1991-01-02,0.6559406249999999,train,4552,6071,7588,8
1991-01-03,0.65819175,train,4552,6071,7588,8
1991-01-04,0.6572595,train,4552,6071,7588,8
1991-01-05,0.6544992500000001,train,4552,6071,7588,8
1991-01-06,0.653056875,train,4552,6071,7588,8
1991-01-07,0.649909875,train,4552,6071,7588,8
1991-01-08,0.650296125,train,4552,6071,7588,8
1991-01-09,0.6518085,train,4552,6071,7588,8
1991-01-10,0.654616375,train,4552,6071,7588,8
1991-01-11,0.65282975,train,4552,6071,7588,8
1991-01-12,0.652390625,train,4552,6071,7588,8
1991-01-13,0.649532625,train,4552,6071,7588,8
1991-01-14,0.6579305,train,4552,6071,7588,8
1991-01-15,0.658876,train,4552,6071,7588,8
1991-01-16,0.657622375,train,4552,6071,7588,8
1991-01-17,0.65907475,train,4552,6071,7588,8
1991-01-18,0.660516875,train,4552,6071,7588,8
1991-01-19,0.665469875,train,4552,6071,7588,8
1991-01-20,0.6636160000000001,train,4552,6071,7588,8
1991-01-21,0.663424,train,4552,6071,7588,8
1991-01-22,0.6663351249999999,train,4552,6071,7588,8
1991-01-23,0.6661233750000001,train,4552,6071,7588,8
1991-01-24,0.663698875,train,4552,6071,7588,8
1991-01-25,0.664834125,train,4552,6071,7588,8
1991-01-26,0.6654745000000001,train,4552,6071,7588,8
1991-01-27,0.66372175,train,4552,6071,7588,8
1991-01-28,0.66819075,train,4552,6071,7588,8
1991-01-29,0.6717035,train,4552,6071,7588,8
1991-01-30,0.6726431249999999,train,4552,6071,7588,8
1991-01-31,0.6730073750000001,train,4552,6071,7588,8
1991-02-01,0.670747125,train,4552,6071,7588,8
1991-02-02,0.6695235,train,4552,6071,7588,8
1991-02-03,0.670285,train,4552,6071,7588,8
1991-02-04,0.6696815000000002,train,4552,6071,7588,8
1991-02-05,0.66868875,train,4552,6071,7588,8
1991-02-06,0.6681671250000001,train,4552,6071,7588,8
1991-02-07,0.6635703749999999,train,4552,6071,7588,8
1991-02-08,0.658210125,train,4552,6071,7588,8
1991-02-09,0.6603698750000001,train,4552,6071,7588,8
1991-02-10,0.6673875000000001,train,4552,6071,7588,8
1991-02-11,0.671470625,train,4552,6071,7588,8
1991-02-12,0.666404625,train,4552,6071,7588,8
1991-02-13,0.6673726249999999,train,4552,6071,7588,8
1991-02-14,0.6678611249999999,train,4552,6071,7588,8
1991-02-15,0.669700875,train,4552,6071,7588,8
1991-02-16,0.66830975,train,4552,6071,7588,8
1991-02-17,0.66798375,train,4552,6071,7588,8
1991-02-18,0.6685078750000001,train,4552,6071,7588,8
1991-02-19,0.669986875,train,4552,6071,7588,8
1991-02-20,0.670416,train,4552,6071,7588,8
1991-02-21,0.671926,train,4552,6071,7588,8
1991-02-22,0.6790155000000002,train,4552,6071,7588,8
1991-02-23,0.6789843750000001,train,4552,6071,7588,8
1991-02-24,0.6785863750000001,train,4552,6071,7588,8
1991-02-25,0.681455375,train,4552,6071,7588,8
1991-02-26,0.6818044999999999,train,4552,6071,7588,8
1991-02-27,0.6846751249999999,train,4552,6071,7588,8
1991-02-28,0.680875875,train,4552,6071,7588,8
1991-03-01,0.681572875,train,4552,6071,7588,8
1991-03-02,0.685195125,train,4552,6071,7588,8
1991-03-03,0.684497125,train,4552,6071,7588,8
1991-03-04,0.6813625,train,4552,6071,7588,8
1991-03-05,0.679665625,train,4552,6071,7588,8
1991-03-06,0.681570625,train,4552,6071,7588,8
1991-03-07,0.6838742499999999,train,4552,6071,7588,8
1991-03-08,0.68490425,train,4552,6071,7588,8
1991-03-09,0.683589875,train,4552,6071,7588,8
1991-03-10,0.681128875,train,4552,6071,7588,8
1991-03-11,0.68096575,train,4552,6071,7588,8
1991-03-12,0.677184,train,4552,6071,7588,8
1991-03-13,0.677911125,train,4552,6071,7588,8
1991-03-14,0.6771337500000001,train,4552,6071,7588,8
1991-03-15,0.67793025,train,4552,6071,7588,8
1991-03-16,0.6758513749999999,train,4552,6071,7588,8
1991-03-17,0.6764486249999999,train,4552,6071,7588,8
1991-03-18,0.6794568750000001,train,4552,6071,7588,8
1991-03-19,0.6783751249999999,train,4552,6071,7588,8
1991-03-20,0.6772967499999999,train,4552,6071,7588,8
1991-03-21,0.672939625,train,4552,6071,7588,8
1991-03-22,0.6745543749999999,train,4552,6071,7588,8
1991-03-23,0.6743803749999999,train,4552,6071,7588,8
1991-03-24,0.6767873750000001,train,4552,6071,7588,8
1991-03-25,0.6800395,train,4552,6071,7588,8
1991-03-26,0.6794146249999999,train,4552,6071,7588,8
1991-03-27,0.688807375,train,4552,6071,7588,8
1991-03-28,0.6861755,train,4552,6071,7588,8
1991-03-29,0.6845816249999999,train,4552,6071,7588,8
1991-03-30,0.6858941249999999,train,4552,6071,7588,8
1991-03-31,0.684771,train,4552,6071,7588,8
1991-04-01,0.6905712500000001,train,4552,6071,7588,8
1991-04-02,0.6917775,train,4552,6071,7588,8
1991-04-03,0.6910436249999999,train,4552,6071,7588,8
1991-04-04,0.6918968750000001,train,4552,6071,7588,8
1991-04-05,0.692534875,train,4552,6071,7588,8
1991-04-06,0.692870875,train,4552,6071,7588,8
1991-04-07,0.6932385000000001,train,4552,6071,7588,8
1991-04-08,0.6862232500000001,train,4552,6071,7588,8
1991-04-09,0.685019625,train,4552,6071,7588,8
1991-04-10,0.68788,train,4552,6071,7588,8
1991-04-11,0.6867527499999999,train,4552,6071,7588,8
1991-04-12,0.6869197499999999,train,4552,6071,7588,8
1991-04-13,0.690066,train,4552,6071,7588,8
1991-04-14,0.6931951249999999,train,4552,6071,7588,8
1991-04-15,0.6918327499999999,train,4552,6071,7588,8
1991-04-16,0.691477125,train,4552,6071,7588,8
1991-04-17,0.69094525,train,4552,6071,7588,8
1991-04-18,0.690701375,train,4552,6071,7588,8
1991-04-19,0.691593,train,4552,6071,7588,8
1991-04-20,0.6925722500000001,train,4552,6071,7588,8
1991-04-21,0.6923912500000001,train,4552,6071,7588,8
1991-04-22,0.6919837500000001,train,4552,6071,7588,8
1991-04-23,0.692732875,train,4552,6071,7588,8
1991-04-24,0.696488,train,4552,6071,7588,8
1991-04-25,0.698973,train,4552,6071,7588,8
1991-04-26,0.6974417499999999,train,4552,6071,7588,8
1991-04-27,0.6999216250000001,train,4552,6071,7588,8
1991-04-28,0.6989398749999999,train,4552,6071,7588,8
1991-04-29,0.6965410000000001,train,4552,6071,7588,8
1991-04-30,0.696719375,train,4552,6071,7588,8
1991-05-01,0.696203875,train,4552,6071,7588,8
1991-05-02,0.692893625,train,4552,6071,7588,8
1991-05-03,0.701612875,train,4552,6071,7588,8
1991-05-04,0.700170875,train,4552,6071,7588,8
1991-05-05,0.700008875,train,4552,6071,7588,8
1991-05-06,0.6901401250000001,train,4552,6071,7588,8
1991-05-07,0.68091925,train,4552,6071,7588,8
1991-05-08,0.6843383749999999,train,4552,6071,7588,8
1991-05-09,0.68249125,train,4552,6071,7588,8
1991-05-10,0.673509125,train,4552,6071,7588,8
1991-05-11,0.6755,train,4552,6071,7588,8
1991-05-12,0.678873875,train,4552,6071,7588,8
1991-05-13,0.685416375,train,4552,6071,7588,8
1991-05-14,0.684864125,train,4552,6071,7588,8
1991-05-15,0.681553625,train,4552,6071,7588,8
1991-05-16,0.6816424999999999,train,4552,6071,7588,8
1991-05-17,0.6751763749999999,train,4552,6071,7588,8
1991-05-18,0.67977425,train,4552,6071,7588,8
1991-05-19,0.6813621250000002,train,4552,6071,7588,8
1991-05-20,0.6757588750000001,train,4552,6071,7588,8
1991-05-21,0.679167125,train,4552,6071,7588,8
1991-05-22,0.681377375,train,4552,6071,7588,8
1991-05-23,0.6809727499999999,train,4552,6071,7588,8
1991-05-24,0.6814553749999999,train,4552,6071,7588,8
1991-05-25,0.684354375,train,4552,6071,7588,8
